avgDeathsPerYear,TARGET_deathRate,incidenceRate,medIncome,povertyPercent,studyPerCap,MedianAge,AvgHouseholdSize,PercentMarried,PctPrivateCoverage,PctPublicCoverage,BirthRate,region
69,206.3,460.9,50731,11.2,288.1488495,42,2.53,57.8,71.6,32.1,6.172839506,Midwest
72,179.7,461.3,59266,9.4,0,41,2.5,57.7,75.9,27.8,4.732975417,Midwest
22,178.9,440.7,48216,10.3,138.3508578,45.9,2.25,56.2,75.5,38,4.989154013,Midwest
11,171.3,533.1,51929,12.2,0,46.8,2.18,64.4,75.2,38.3,8.874172185,Midwest
30,142.4,428.5,45229,12.4,144.0299582,45.1,2.26,61.1,72.2,35.2,8.380520951,Midwest
36,176.1,489.7,40422,17.5,0,44.7,2.28,56.2,65.2,40.4,5.4900366,Midwest
19,176.9,477.8,50014,11.1,0,47.8,2.15,59.8,73,37.7,4.757548033,Midwest
54,163.2,445.9,61931,8.8,233.8451945,41.4,2.51,61.8,80.5,29.9,6.183093392,Midwest
261,170.9,488.7,51331,14.5,172.3427373,34.7,2.42,46,75.7,31.3,5.535521096,Midwest
60,171,434.9,54186,10.4,900.7994595,41.3,0.0237,54.1,78.7,31.5,4.473125884,Midwest
44,129.8,430.9,62438,7.6,242.6988108,38.6,2.45,57.4,86,26.3,3.94922426,Midwest
49,188.1,482.7,55781,10.7,0,38.4,2.5,58.9,77.5,27.5,7.209673739,Midwest
39,149.1,426.3,50719,12.4,0,35.9,2.55,53.1,70.7,31.3,6.872775801,Midwest
37,156.6,444.5,52273,9.9,0,43.5,2.37,63.6,79.6,31.3,4.203691046,Midwest
33,181.5,528.1,49456,13.7,407.4149521,46,2.19,55.8,74.3,40.6,6.876456876,Midwest
56,176.6,443.1,52367,9.9,0,42.3,0.0236,57.1,80.6,31.5,4.378496716,Midwest
49,218.8,470.8,46159,13.1,0,44.7,2.18,57.4,68.6,42.6,9.298780488,Midwest
38,147.9,500.8,61423,7.9,0,42.1,2.37,60.1,81.4,31.3,5,Midwest
101,154.2,493.5,49569,12,511.4257154,44.2,2.17,51.7,73.8,37,5.751533742,Midwest
29,135.4,438.1,52894,9.6,777.6049767,46.6,2.14,55.2,78.5,33.6,3.505447655,Midwest
31,161.9,467.7,50788,9.8,247.9953708,44.1,2.27,60.7,75.7,34.8,8.382476832,Midwest
25,198.5,457.8,45413,14.4,0,39.6,2.43,53.8,67.2,37.3,7.290533188,Midwest
44,171.5,477.7,51514,11.5,121.1607197,42.2,2.27,55.6,74.2,35.2,4.909253198,Midwest
46,168.3,456.7,49018,10.8,56.67649059,45.4,2.3,58.6,74.2,36.6,5.962622367,Midwest
127,191.8,483.1,48528,12.9,20.93451683,42.1,2.36,52.1,74.3,36.2,4.6635126,Midwest
34,148.6,461.2,50370,11.6,234.000234,38,2.64,56.4,67.8,36.4,8.150028201,Midwest
80,132.6,438.9,79173,6.2,0,34.7,2.69,61.2,85.2,19.3,6.526994359,Midwest
19,158.6,427.3,46750,15.4,0,38,2.73,60.6,57.2,32,8.783008037,Midwest
24,209.1,458.3,36742,21.3,0,37.4,2.38,50.1,62.2,40,5.356186395,Midwest
38,154.1,451.7,55958,8.9,57.46135724,43.1,2.48,57.8,80.1,29.8,5.807872282,Midwest
98,170.1,508.3,45292,15.7,0,42.1,2.36,50.5,69.8,39.6,5.598682663,Midwest
46,156.1,528.4,56551,7.4,0,48.7,2.14,63,77.2,37.2,7.152406417,Midwest
19,210.3,443.8,33370,23.8,0,47.5,2.43,42.7,61.8,36.9,4.686258936,South
6,234.9,464.8,28716,32.3,0,47.9,2.42,40,51.4,46.2,0.56980057,South
54,216.4,482,34010,28.2,0,36.2,2.46,43.4,57.2,37.2,8.461219411,South
17,161.2,381.3,32815,25.4,960.3841537,42.6,2.39,43.8,49.5,44.6,3.978779841,South
31,159.8,326.4,29244,33.7,0,40.3,2.37,40.1,41.8,46,2.772573998,South
25,218.9,529.5,34604,29.8,0,41,2.68,38.7,40.5,48.1,4.011887073,South
110,199,463,36973,24.5,221.9115461,39.4,2.53,45.8,53.8,39.9,6.247570929,South
78,183.9,493.1,36303,28.6,0,35.1,2.76,42.3,47.9,37.4,6.308457711,South
61,201.3,467.9,34008,24.5,0,34.9,2.5,52.1,46.3,39.4,4.553734062,South
41,193.1,550.7,39453,18.1,0,52.4,2.34,55,61.9,45.5,7.575757576,South
15,193.7,404.5,32536,27.1,0,42.8,2.38,41.6,51.8,46.3,1.448321264,South
134,186,483.7,41141,19.5,0,36.1,2.73,43.1,62.4,33.5,6.920828113,South
21,197,486.8,32171,31.7,0,38,2.63,41.8,44.7,43.3,0.476758045,South
23,189.8,490.1,36886,28.1,0,45.6,2.79,44.8,54.7,42.1,5.235294118,South
63,159.3,471.7,40667,15.1,0,53.3,2.54,57.9,59.5,47,2.147577093,South
64,189.5,480.2,34867,25.9,0,41.5,2.55,50,51.6,45,5.682006978,South
177,212.7,420.9,39078,20,0,40.4,2.59,51.3,59.8,35.8,6.366601435,South
169,193.3,472.9,52082,15.6,0,38.5,2.88,57.1,68.9,30,5.68799466,South
78,180.1,405.3,34288,28.8,28.27254736,37.9,2.39,48.2,50.2,42.8,7.919234299,South
16,194.6,397.1,31623,28.9,0,44.3,2.58,39.3,52.9,42.1,7.881355932,South
46,186.4,463.6,36137,30.2,0,40,2.64,41.3,56.9,38.4,5.967408768,South
65,205.6,482.8,41093,25.5,0,37.3,2.77,47.6,53.3,35.8,5.499843309,South
6,143.1,295.7,33893,22.8,0,41,2.56,44.6,56.1,40.6,2.646502836,South
14,179.9,340.7,30264,38.9,0,38.4,2.16,34.6,43.4,44.5,5.070993915,South
54,144.6,469,42126,16.9,0,43.9,2.42,62.7,63.2,36.7,3.822835972,South
178,182.8,415.7,43731,20.7,0,34.8,2.96,52.2,54.4,31.8,6.314687286,South
21,195,451.7,32722,30.7,0,39.4,2.52,39.7,51.8,40.7,2.918781726,South
32,210,481.7,32042,26.7,0,44.4,2.45,42.7,55.2,43.4,7.441634241,South
21,178,463.9,34512,23.2,327.689787,41.6,2.8,45.2,60.5,38.8,1.811062163,South
40,160,434.6,40382,22.6,0,40.4,2.65,48.3,48.9,39.2,2.338461538,South
343,147.6,402.7,51887,18.1,0,41.1,2.9,47.9,63.9,40.9,6.030934113,West
1562,135,425.2,73985,9.8,708.9116604,36.9,3.06,50.2,79.2,30,6.457474103,West
130,149.4,392.2,58883,12.3,655.1892382,41.6,3.07,51.8,72.8,32.5,4.798813776,West
247,139.9,418.3,64916,13.1,103.2574695,40,2.96,50.2,72.3,31,6.34729556,West
561,151.6,469,57908,11.6,414.5450023,35.8,2.61,53.6,76.1,23.7,4.783515756,West
7,121,431.7,40777,14.9,0,51.3,2.39,55.3,58.4,43.8,9.375,West
118,151.5,378.7,44324,17.4,11.94115399,32.7,2.67,51.6,71.2,29.3,5.416377859,West
12,143.2,363.9,45504,13.4,0,39.5,2.51,64.5,71.6,32.7,9.638554217,West
28,222.2,468.9,46277,15.7,0,45.4,2.45,52.3,56.2,37.6,5.089647195,West
68,155.8,422.8,47292,15,22.22716159,32.9,3.07,58.9,65.8,30.9,7.30438263,West
21,94.4,380.7,63490,10.6,46.31344943,43,2.35,59.8,68.6,23.3,7.863131656,West
14,163.9,507.4,50874,15.6,0,52,2.29,56.9,67.9,37.8,3.703703704,West
100,175.5,454.1,45193,16.2,501.6842256,47.2,2.36,57.8,62.9,36.7,6.717676047,West
134,137.4,420.4,51440,15.5,36.33423866,32.4,2.9,56.8,70,28.7,7.807625299,West
24,161,394.4,42720,16.7,0,43.7,2.55,61.2,51.5,38.2,5.523535062,West
4,107.2,351.1,42907,14.8,0,40.9,2.59,56.6,61.7,35.7,4.31372549,West
271,154.8,458.6,43489,18,106.0353387,32.8,2.98,53.8,58,34.9,6.940188877,West
15,184.5,431.8,55770,11.5,0,36.8,0.0257,66.1,78.4,28.3,5.12455516,West
32,133.7,345.3,45078,15.6,0,31.7,2.96,60.1,61.6,29.7,8.097815193,West
24,164.7,439.7,41304,16.6,0,50.2,2.05,55.4,62,45.1,6.401766004,West
11,160.5,447.3,42704,15.7,489.3564962,52,2.33,62.7,68.5,33.9,3.808180536,West
40,180,498.1,45049,14.4,0,30.8,2.6,59.8,68.7,33.2,8.913784705,West
18,136.3,360,50545,10.8,0,32.4,3.03,65,69.1,28.4,9.856115108,West
20,140.9,383.5,45578,15.1,0,36.3,2.75,65.3,67.4,32.4,6.445533358,West
47,190,533,41688,15.9,0,44.7,2.63,52.2,56.9,38.1,4.495990836,West
28,151.5,460.6,44669,17.1,0,36.3,2.84,59.1,50.5,37.6,6.793917826,West
41,162,375.5,39551,16.3,0,48.9,2.38,58.4,63.1,42.1,5.367647059,West
30,136.4,402.5,52428,11.5,0,31.1,3.3,61.8,68,29.9,6.959459459,West
31,147.6,441.3,46513,15.7,0,32.1,2.95,59.9,50.8,32.6,8.495681864,West
291,173.4,475.2,49061,12.9,525.454618,39.4,2.54,55.3,67.8,31.6,7.001795332,West
50,148.9,395.9,43482,19.9,0,28.5,2.33,45.5,80.5,21.5,4.020530368,West
20,142.6,435.5,37869,18.2,0,51.2,2.03,57.8,63.2,44.3,5.332359386,West
12,185.6,538.6,39918,13.7,0,48.2,2.31,55.6,56.4,41.8,4.80349345,West
7,145.9,460,44046,14.1,0,33.8,3.21,59.5,51.1,34.2,6.751054852,West
22,125.2,376.2,36065,27.1,0,23.2,3.6,53.6,76,21.6,6.963315217,West
39,163.5,405.3,46332,16.8,0,35.5,2.83,60.3,55.7,32.2,5.314458111,West
102,180.1,466.9,46214,14.6,449.4606472,41.6,2.4,50.4,69.8,34.3,6.338028169,West
8,141,349.5,46503,13.9,0,39,2.66,61,74.6,32.9,5.384615385,West
19,152.5,446.4,38478,23.6,0,37.5,2.85,51,48.7,35.5,9.079391892,West
45,166,457.5,45533,14.2,960.8665269,38.5,2.77,55.5,59.4,34,8.451001054,West
9,114.3,385.5,48048,15.7,0,34.2,2.99,55.5,60.6,36,12.93684856,West
44,225.1,497.6,36577,18.9,0,47.1,2.16,55,59.9,40,8.244897959,West
8,114.2,376.2,57644,11.6,0,35.2,2.85,52.9,67.5,19.7,7.958199357,West
144,165.4,471.4,44236,14.5,461.3050076,34.5,2.71,55.7,65,31.1,8.551754776,West
18,131.6,410.8,49380,11.7,0,49.4,2.99,50.9,59.7,40.3,1.604584527,West
28,173.6,481,35955,17.8,0,44.9,2.59,54.4,54.7,40.3,8.792924037,West
158,167.4,467.4,46061,14.2,253.6821214,40.6,2.44,52.6,68.1,38.2,5.866611774,Midwest
20,181.1,398.4,30699,35.6,0,39.7,2.65,37.8,39.5,58,4.373757455,Midwest
39,171.7,492.1,49886,16.2,0,40.1,2.57,47.5,68.1,40.2,5.736868944,Midwest
87,163.7,447.8,58792,10.2,0,38.2,2.95,55.1,71.2,30.8,5.621301775,Midwest
12,165.8,520.2,50225,14.2,0,37.7,2.43,37.9,77.6,29.6,3.908484271,Midwest
87,172.2,486.3,52138,13.1,2768.928454,43.4,2.4,55.4,70.1,36.8,5.996296824,Midwest
12,152.3,493,49689,12.1,0,46.9,2.37,65.4,70.3,44.8,6.910994764,Midwest
50,194.4,502.6,50750,12.6,0,47.5,0.0222,56.1,70.5,38.6,4.903978052,Midwest
33,195.3,448.2,46289,13.2,0,39.2,2.51,51.1,69.9,34.1,4.770134808,Midwest
267,152.5,450.2,47966,22.6,588.9084128,29.3,2.38,39.3,77.3,24.6,3.467190704,Midwest
95,196,535.2,46870,14.4,0,42,2.31,51.1,70.2,38.5,4.048467569,Midwest
45,199.1,467,50645,13.9,0,43.4,2.4,57,63.6,43.6,5.790960452,Midwest
37,190,521,45709,13.6,0,42.8,2.39,56.5,62.2,46.2,6.40518172,Midwest
78,167,475.8,60556,9.9,0,40.1,2.59,53,80.2,28.1,3.719306692,Midwest
108,176.1,464.1,41319,22.9,476.0000762,33.3,2.31,42,69.2,34.3,4.437890116,Midwest
9445,177,470.8,55058,17.1,371.1187168,35.9,2.65,41.9,61.5,32.6,4.994880839,Midwest
52,191.5,536.7,45889,15.2,0,42.4,2.37,52.9,68.1,38.3,3.962879358,Midwest
30,201.4,489,49567,12.2,0,41.6,2.51,56.1,68.1,40.1,6.796116505,Midwest
155,171.7,485.5,56536,14.7,19.16590003,30.3,2.65,41.4,73.3,27,4.533178353,Midwest
43,195.5,512.9,55193,10.9,0,42.8,2.36,56.5,72.5,35.9,8.025966362,Midwest
44,177.5,475.1,52526,10,0,38.3,2.58,57.7,64.6,31.4,6.28798504,Midwest
1457,152.7,461.9,80037,7.9,214.1933052,38.8,2.72,55.6,79,22.8,4.783276672,Midwest
48,177,461.5,45485,15.1,0,43.4,2.29,56.3,67.2,40.8,6.41025641,Midwest
19,189.9,517.6,46894,11.6,0,43.7,2.37,55.1,69.3,39.9,9.853733641,Midwest
187,129.9,480.8,86413,6.3,47.07255764,38,3.14,62.6,79.6,16.8,5.246691229,South
58,198.3,493.5,38055,24.4,0,40.9,2.54,52.6,53.3,42.7,6.796906797,South
1311,165.3,476.5,55516,17.4,267.1780653,34.8,2.5,38.3,67.8,24.6,4.41557191,South
51,136.4,408.2,40010,19.7,0,45.1,2.58,59.3,51.5,41.1,6.54966528,South
9,211.1,488.4,39643,19.4,0,40,2.67,54.7,66.6,27.8,0.855920114,South
168,168.9,449.1,46737,19.3,23.92945596,40.5,2.49,48.9,58.7,36.2,5.647184414,South
105,191.7,478.8,43880,17.8,0,37,2.83,53.8,56.1,33.9,6.428197261,South
58,199.1,434.1,35237,26.2,0,39.1,2.7,47.3,44.2,43.4,3.794871795,South
43,177.8,464,42823,24.4,0,47.6,2.4,52.7,54.8,44.2,6.786885246,South
94,180.5,477,40994,15.3,0,38.8,2.74,53.7,60.3,33.8,6.010723356,South
270,153.5,482.4,52238,16.8,258.3512026,35.6,3,52.2,61.5,29.4,6.393153226,South
20,160.6,349.7,26309,35.3,0,43.9,2.49,30.2,54.8,45.1,3.166561115,South
69,213.9,500.5,40387,18.8,138.6289596,40.3,2.63,55.2,58,36.9,6.089508437,South
51,139.4,417,66249,9.5,59.91432252,43.1,2.79,56.7,73.7,28.8,5.808219178,South
61,166.4,425.6,38564,21.4,0,43.2,2.48,52.9,55.6,38.8,8.220466516,South
24,178.8,475.7,41348,19,0,40.1,2.65,52.2,53.3,39.7,5.545147996,South
280,175.9,477.6,60388,13.7,13.77796353,36.3,3,50.6,69.1,26,3.860213737,South
225,174,437.6,53027,17.2,6.665200323,34.8,2.72,51.7,69.3,29.7,5.666906226,South
23,192.8,434.9,35955,25.3,0,39,2.71,47.3,48.5,43.1,5.602094241,South
124,213.2,493.1,51931,13.5,0,38.3,2.88,56.7,67.6,27.4,4.117165096,South
25,169.3,476.7,41818,18.2,0,39.9,2.61,53.8,55.5,37,3.74722134,South
29,171.6,411.6,35235,24.8,0,36.1,2.75,54.9,45.8,42.3,4.831625183,South
44,211.2,461.6,30835,26.4,0,38.4,0.0261,41.6,43.3,42.4,4.429860541,South
22,215,409.5,30678,34.6,0,40.7,2.53,37.6,44.9,45.3,3.774792067,South
20,167.8,384.8,29818,30.4,3935.376968,39.6,2.8,42,52.2,39.8,2.640934485,South
50,162.1,472.1,51749,14.5,0,39.4,2.76,52.5,65.1,31.8,3.929500144,South
42,204.1,506.7,40339,21.3,0,38.6,2.62,45.3,58.4,36.9,4.34410443,South
20,209.2,429.4,37113,23.9,0,33.6,2.72,48.5,46.9,37.5,6.906534326,South
98,169.7,451.7,35807,25.4,62.8522344,38.5,2.65,45,57.4,39,4.598218303,South
44,192.8,520.4,64533,11.8,0,36.7,2.76,56.4,73.5,24.5,5.414364641,South
65,170.3,425.5,41682,17.2,0,27.6,2.72,54.1,69.5,26.4,9.713596623,South
21,196.7,383.2,39484,17.9,0,47.2,2.23,46.5,58.6,38,1.638311279,South
20,180.9,366.5,43193,21.9,0,31.2,3.27,47.6,60.5,31.3,5.82010582,South
167,180.9,485,38887,24.5,70.88114119,29.4,2.78,40.6,58.5,31.5,6.143722718,South
50,158.1,536.1,44653,18.6,0,36,2.66,47.5,66.3,28.9,3.509433962,South
53,219.5,467.6,37413,27.6,0,38.2,2.61,48.4,54.9,37.9,5.374121538,South
28,143.9,351.3,37603,23.3,0,47.6,2.63,47.8,54.3,42.1,2.708877285,South
34,214.9,460.3,29430,34.1,0,40.5,2.62,34.5,49.2,40.8,6.381381381,South
71,227.2,534,45557,19.7,0,40.2,2.75,50.8,59,34.9,5.50827789,South
49,173.9,456.9,37243,23.6,0,42.1,2.65,48.7,51.2,42.6,6.365870002,South
17,200.8,450.6,35276,25.1,0,41,0.0242,49.6,52.6,43.6,2.32,South
46,179.7,511.7,32711,32.6,0,37.6,2.55,39.8,46.6,42.1,7.192480588,South
45,139.2,461.6,53542,14.8,0,41.9,2.68,51.1,66.2,31.9,4.581280788,South
15,163.1,437,36436,22.4,0,38,2.62,45.1,54.3,37.7,6.796116505,South
39,172.3,471.5,50295,15,3657.320182,43.2,2.76,53.8,66.2,33.8,3.7027833,South
77,204,453,40976,18.7,0,37.2,2.75,54.4,53.2,33.8,3.893548721,South
362,190,504.8,41783,21.9,174.4948374,33.5,2.61,39.5,62.4,34.9,6.992367626,South
45,140.8,465.6,80631,7.9,0,39.7,2.88,61.2,80.6,20.4,3.593692703,South
27,150.6,455.9,46840,15.8,0,42.4,2.63,52.6,62.2,35.3,6.672760512,South
173,173.2,495.4,63964,10.7,6.568662226,35.1,2.99,57.5,72.3,22.6,4.002336389,South
60,222.3,487.9,40550,21.7,2844.311377,34.7,2.5,44.7,60.9,33.9,2.874946891,South
68,176.4,512.6,51047,12.3,263.9480022,44.7,2.61,62.8,68,34.5,5.382482466,South
48,219.8,469.3,40526,18.9,0,39,2.72,50.2,54.2,37.7,7.704581719,South
41,224.3,472,50395,13.7,0,38.9,2.92,56.2,65.2,28,3.422926717,South
20,127.1,341.5,36128,23.9,0,41.3,0.0255,41.2,54.2,41.5,3.860242322,South
55,186.9,438.7,42125,18.9,0,45.6,2.49,58.7,61.9,38.7,5.057135911,South
10,250,527.2,29477,29.5,0,49.2,2.29,40.2,48.8,53.6,8.61618799,South
44,169,466.6,38449,20.6,0,47.8,2.34,55.1,50.8,40.6,5.049875312,South
13,127,374.8,25807,36.3,0,39.2,2.54,40.7,41.8,47.8,10.85271318,South
392,197.6,453.5,36012,26,535.2019148,33.3,2.68,35.2,56.6,38.9,6.251597303,South
131,162.1,437.7,48287,17.3,0,37.5,2.91,46.4,62.2,28.6,5.788659325,South
8,151.3,358,39601,20.1,0,38.4,2.7,53.4,51.7,38.1,6.255585344,South
39,214.9,475.8,34012,26.2,353.0574778,40,2.61,45.1,52,38.7,7.930489731,South
23,180.1,446.2,37672,26.4,0,45.1,2.62,46.9,51.1,43.1,2.387267905,South
139,196.2,511.1,35555,27.4,0,38.2,2.76,44.8,54.3,39.8,5.051532411,South
70,213.1,476.6,36870,20.9,0,41.2,2.7,54.9,59.1,39.3,7.304204452,South
15,228.8,512.8,27635,39.4,0,38,2.48,23.1,41.3,47.1,2.584269663,South
63,181.7,460,34017,33.9,0,34.6,2.58,37.6,49.3,45.7,6.812933025,South
19,178,453.5494221,46495,12.8,0,49.2,2.18,63.2,76.1,38.7,7.09382151,Midwest
100,151.9,453.5494221,49513,17.9,45.60171462,30.1,2.46,43.6,79.5,26.5,4.61118069,Midwest
65,161.5,453.5494221,52272,8.9,1896.258839,43.5,2.27,55.4,81.5,30.6,5.656722201,Midwest
83,187.8,453.5494221,53291,12.1,0,41,2.51,50.6,73.1,34.1,5.169121658,Midwest
111,148.8,453.5494221,88500,4.8,638.0328334,36.9,2.76,62.3,87.5,17,5.473379087,Midwest
76,168.1,453.5494221,45179,15.7,0,48.3,2.19,61.1,61.7,49.5,7.941812463,Midwest
33,167.2,453.5494221,51274,11.5,0,43,2.36,56.4,68.5,39.5,8.914100486,Midwest
82,149,453.5494221,75122,6.2,0,40.2,2.63,57.2,80.1,27,5.001246158,Midwest
98,161,453.5494221,55560,13.3,0,32.4,2.51,49.6,78.8,26.5,6.780928638,Midwest
23,184.9,453.5494221,43674,17.8,0,42.5,2.48,57.1,57.6,45.2,7.495429616,Midwest
11,128.7,453.5494221,48593,10.4,0,51.3,1.93,63.3,73.9,38.6,2.465166131,Midwest
32,153.8,453.5494221,48176,12.9,0,42.8,2.38,57.7,70.6,43.5,8.062360802,Midwest
160,176.7,453.5494221,50162,10.9,378.3817872,43.5,2.36,56.3,70.1,41.1,6.153360682,Midwest
571,154.4,453.5494221,76269,7.3,159.1565667,37.5,2.59,55.2,82.2,22.7,5.401029725,Midwest
32,153.6,453.5494221,68777,7.6,0,37.9,2.67,59.6,81.8,24.7,6.386701662,Midwest
91,160.9,453.5494221,52298,9.6,80.91706001,44.1,2.32,59.8,77.9,35.2,6.190278355,Midwest
40,158.9,453.5494221,48163,13.5,1138.790036,46.7,2.18,57.4,72.1,39.6,3.50678733,Midwest
50,152.7,453.5494221,52444,11.6,0,43,2.4,59.1,74.8,33.2,5.655206776,Midwest
84,164.1,453.5494221,47203,12.5,65.33172182,44.6,2.33,52.7,70.3,39,5.846508564,Midwest
106,161.6,453.5494221,60869,9.6,0,43,2.42,55.8,77.2,31.3,6.13624545,Midwest
17,159.9,453.5494221,48179,10.5,0,46.3,2.32,60.1,73.5,41.2,8.227848101,Midwest
1854,156.8,453.5494221,64490,13,690.0222295,36.1,2.39,47.2,75.4,27.3,5.881342381,Midwest
40,141.8,453.5494221,59900,8.4,0,45,2.35,58.1,76.7,34.2,3.366021733,Midwest
51,156,453.5494221,47944,12.2,0,48,2.32,62.6,67.9,44.9,3.229308005,Midwest
72,177.3,453.5494221,65342,7.8,0,39.5,2.68,53.6,75,31.1,5.876216968,Midwest
123,177.7,453.5494221,48525,14.7,0,45.9,2.33,58.5,69.6,40.6,6.184256155,Midwest
22,130.4,453.5494221,53700,9.8,0,43.4,2.32,59.4,80.4,32.2,7.996051333,Midwest
35,162.2,453.5494221,48908,13.8,0,43.9,2.55,54.9,64.6,44.5,4.499229584,Midwest
85,147.5,453.5494221,57405,11.5,1504.395656,39.9,2.48,57.7,70.7,36.1,5.730234678,Midwest
14,168.3,453.5494221,50372,9.9,0,48.1,2.28,54.7,73.8,36.5,6.869220608,Midwest
37,173.3,453.5494221,44113,15.3,0,47.4,2.18,55,62.3,47.5,3.367670365,Midwest
20,145.6,453.5494221,48245,10.4,0,49.8,2.24,61.2,78.6,38.4,6.786941581,Midwest
32,164.5,453.5494221,52381,10.5,0,50.2,2.06,62.3,71.9,42.5,7.011070111,Midwest
11,172.7,453.5494221,44727,10.7,0,50.3,2.4,52.3,69.4,40.1,5.924855491,Midwest
56,166.9,453.5494221,61665,8.9,36.14936919,41.3,2.52,58.4,78.7,29.6,7.140456989,Midwest
17,146.8,453.5494221,48449,10.2,0,46.5,2.25,59.1,78.6,33.7,5.539070228,Midwest
49,163,453.5494221,53552,11.5,0,35.1,2.46,51.3,76.7,29.5,5.799293999,Midwest
81,175.4,453.5494221,60114,7.9,1586.329734,39.9,2.4,56,77.3,32.1,7.114267269,Midwest
15,215.7,453.5494221,39926,19.6,0,36.3,2.71,46.3,47.9,48.3,8.348623853,Midwest
22,148.2,453.5494221,54433,9.6,0,43.8,2.32,59.4,76.8,32.1,6.110201855,Midwest
58,162.5,453.5494221,52042,12.2,49.94506043,45.4,2.26,54.9,72.5,38.8,7.700101317,Midwest
48,151.2,453.5494221,54354,10,0,42,2.48,60.4,75.7,32.6,6.093113066,Midwest
63,190,453.5494221,48434,12,0,40.3,2.52,51.9,69.7,38.4,6.653151493,Midwest
74,169.5,453.5494221,50685,11.8,0,41.2,2.43,57.5,71.3,37.6,5.734925549,Midwest
88,155.6,453.5494221,47537,12.1,0,39,2.51,53.1,73.4,35,6.166646274,Midwest
25,156.4,453.5494221,52219,9.6,0,47.6,2.24,61.4,76.2,36.3,6.466069142,Midwest
47,133.3,453.5494221,61279,10.2,0,35.7,2.39,50.8,80.7,28,5.329918283,Midwest
40,138.1,453.5494221,50684,13,0,36.6,2.71,54.1,67.3,33.3,7.86717183,Midwest
19,169.9,453.5494221,51597,13.4,0,45.4,2.4,56.2,70.3,40.5,6.289308176,Midwest
224,142.2,453.5494221,69430,9.8,151.8793418,36.7,2.52,55.2,80.4,26.4,5.82767149,Midwest
148,156.9,453.5494221,51510,11.2,346.5243607,46.7,2.34,60.2,74.7,38.3,7.511606314,Midwest
31,174.2,453.5494221,50905,9.3,0,39.1,2.34,49.7,75.5,33.9,5.893845653,Midwest
63,161.7,453.5494221,42157,17.5,0,43.7,2.42,51,68.4,40.4,4.865649964,Midwest
26,173,453.5494221,47164,12.2,0,42.3,0.023,59.2,69.1,37.8,5.622270742,Midwest
78,184.4,453.5494221,50175,12.7,0,38.9,2.37,52.8,72.5,34.5,7.867590454,Midwest
28,154.5,453.5494221,51343,10.4,0,46.5,2.23,63,76.8,37.6,8.178625188,Midwest
903,166.5,453.5494221,55070,16.5,535.1836814,34.6,2.47,44,68.8,33.6,6.13624584,Midwest
9,157.6,453.5494221,48188,9.2,0,42.3,2.43,57.5,72.9,36,10.14120668,Midwest
46,180.7,453.5494221,49934,12.4,0,43.2,2.43,54,71.6,36.5,5.74439157,Midwest
42,176.5,453.5494221,54386,11.3,0,44.5,2.34,57.1,76.2,35,5.738255034,Midwest
114,168.4,453.5494221,60317,13,0,36.4,2.5,49.2,78.4,25.9,4.613270514,Midwest
23,147,453.5494221,55352,9.6,0,41.1,2.37,61,73.8,34.2,11.04133961,Midwest
30,158.2,453.5494221,53838,9.2,0,41.2,2.44,59.7,80.4,29.6,6.330669945,Midwest
493,184.8,453.5494221,49714,17,683.52699930000006,40.9,2.26,47.7,74,35.3,4.901104316,Midwest
148,153.9,453.5494221,91688,5.5,444.7268107,35.5,2.9,60.3,85.5,16.8,6.064705544,Midwest
119,170.5,453.5494221,76512,7.2,0,35.3,2.89,57.2,82.3,22.3,6.543533237,Midwest
37,181.7,453.5494221,59893,9.2,0,41.4,2.46,58.3,76.6,32.2,5.58244595,Midwest
239,153.7,453.5494221,55832,13.4,329.6532823,34,2.52,50,77.9,28.6,4.490661015,Midwest
65,145.9,453.5494221,57850,10.9,0,39.8,2.52,55,76.1,32.1,6.135046611,Midwest
20,146.2,453.5494221,55292,14.2,0,32.7,2.55,51.3,84.2,27.8,6.221294363,Midwest
27,162.3,453.5494221,51032,10.8,0,44.5,2.21,57.5,72,38.6,9.56284153,Midwest
49,147.2,453.5494221,43287,17.8,0,43,2.45,58.7,66.1,37.3,7.800672834,Midwest
10,132.3,453.5494221,49536,12.2,0,48.4,2.19,62.9,75.8,41.7,4.967948718,Midwest
48,160.2,453.5494221,58752,7.3,188.332784,43.8,2.36,61.8,77.8,34.1,5.142332415,Midwest
41,187.9,453.5494221,41909,15.8,0,43.3,2.35,52.2,62.5,47.7,5.574778931,Midwest
40,163,453.5494221,54183,10.1,0,39,2.43,56.8,77,31.6,6.458604248,Midwest
347,152.1,453.5494221,84113,6,584.2676979,38.9,2.67,57.2,85.7,21.2,5.104712042,Midwest
28,159.7,453.5494221,48658,10.4,0,39.6,2.45,55.4,69.4,34.5,3.17533364,Midwest
12,122.5,453.5494221,54536,10.3,0,43.7,2.29,56,79.1,30.4,7.810107198,Midwest
98,166.8,453.5494221,49365,15.8,19.65215682,33.9,2.46,45.1,78.2,26.7,4.802427113,Midwest
174,165.2,453.5494221,76489,6,0,35.6,2.82,60.5,81.3,23.3,6.296560212,Midwest
25,151.9,453.5494221,51028,11.2,0,43,2.33,58.8,74.5,35,7.744282744,Midwest
89,212.3,470,32327,32.9,671.913995,40.7,2.5,37.8,46.8,46.4,3.939346569,South
87,187.8,441.3,35180,21.8,80.23964909,39.9,2.49,50.8,53.7,41.3,4.523580366,South
